text,label,language,text_len,emo_label,pos,neg,neu,compound
"es la más preciosa, la amo ",3.2,Spanish,6,1,0.0,0.0,1.0,0.0
Dale ahí escucho por 8 minutos a un pelado 💤,2.0,Spanish,10,1,0.0,0.0,1.0,0.0
¿Que si estoy cachondo? Siempre.,4.8,Spanish,5,1,0.0,0.0,1.0,0.0
 Puedo ser tu asistente si quieres,2.8,Spanish,6,1,0.0,0.0,1.0,0.0
 El dinero papel sigue siendo una reserva de libertad individual aunque le duela a la UTDT y al partido socialista europeo.,1.0,Spanish,21,1,0.0,0.0,1.0,0.0
que mal m siento,3.8,Spanish,4,1,0.0,0.0,1.0,0.0
¿Me explican porqué tengo que usar tapa para hacerme hasta un simple buebito? Hablo en serio.,1.25,Spanish,16,1,0.0,0.0,1.0,0.0
 sal d ahí bonita 🙏🏻,3.4,Spanish,5,1,0.0,0.0,1.0,0.0
de que lado estoy ? ni idea gordi yo me hago un cafecito y entro a twitter a disfrutar como se bardean entre todos,2.6,Spanish,24,0,0.104,0.0,0.896,0.296
"No se si me caga más la gente que escribe ""güey"" o los pendejos que escriben ""Méjico""",1.8,Spanish,17,2,0.0,0.128,0.872,-0.296
" Buenos días guapa, que tengas un hermoso y brillante Miércoles. Besitos y abrazos guapa. ",3.2,Spanish,14,1,0.0,0.0,1.0,0.0
Al fin tengo trabajo y estoy bien happy 🥹🫶🏽,3.0,Spanish,9,0,0.346,0.0,0.654,0.5719
  supongo que le sumarás esa asistencia a Pedri 🤡🤡🤡🤡,2.5,Spanish,9,1,0.0,0.0,1.0,0.0
 🍼🍼,1.25,Spanish,1,1,0.0,0.0,1.0,0.0
 En mi ciudad mañana también,1.4,Spanish,5,1,0.0,0.0,1.0,0.0
" Cómo estás Jonatan te conocí en Philadelphia , trabajé como jefe operativo en Querétaro me gustaría hablar",4.5,Spanish,17,1,0.0,0.0,1.0,0.0
 de todas un poco,1.4,Spanish,4,1,0.0,0.0,1.0,0.0
"      Un capo, una buena persona! Así los quiero.",3.4,Spanish,8,1,0.0,0.0,1.0,0.0
 Ud no solo tiene cara de weon si no que es aweonao !!!!!,2.2,Spanish,13,2,0.0,0.336,0.664,-0.6776
no t imaginas cuánto t quiero ni cuánto me odio x hacerlo,4.0,Spanish,12,2,0.0,0.216,0.784,-0.296
La policía británica entregó a la embajada argentina el DNI de un veterano de Malvinas  ,1.0,Spanish,15,1,0.0,0.0,1.0,0.0
 Buenos días Yolanda feliz año 😘😘,3.75,Spanish,6,1,0.0,0.0,1.0,0.0
 salven a los civiles de Ucrania #Peace4Ukraine d,1.0,Spanish,8,1,0.0,0.0,1.0,0.0
"Tuitis, hay alguna forma de reducir el tamaño de las fotos que tengo en el móvil sin bajarme una app para hacer esto mismo? Tengo un Huawei.",1.6,Spanish,27,2,0.0,0.122,0.878,-0.5574
 Es hermoso. 💜,2.8,Spanish,3,1,0.0,0.0,1.0,0.0
cool y pretty please son las mejores canciones del mundo entre otras muchas &lt;3 ,2.6,Spanish,14,0,0.438,0.0,0.562,0.7783
Están pasando cositas interesantes en Telegram. 🤩🤩,2.4,Spanish,7,1,0.0,0.0,1.0,0.0
  ¿Quién podría tener el interés para interponer semejante amparo?,2.2,Spanish,9,1,0.0,0.0,1.0,0.0
Qué pasó muchachos se equivocaron hoy con los parlantes que están sonando las canciones de la 12? Ya es muy evidente hermano 🤣,2.8,Spanish,23,1,0.0,0.0,1.0,0.0
Logra FGEO sentencia histórica de 45 años de prisión contra agresor sexual de una menor de edad de la Cuenca ,2.2,Spanish,20,1,0.0,0.0,1.0,0.0
cabrón mi yo de hace 4 años estaría tan orgulloso de mí que estoy aquí llorando pensando en eso nada más,4.2,Spanish,21,1,0.0,0.0,1.0,0.0
La diputada Andrea Chávez no es más bruta porque no es más grande patética está pobre vieja,1.6,Spanish,17,2,0.0,0.227,0.773,-0.5267
"  JAJJAJAJAJAAJJA las que seamos no importa, hay más invitados JAJAJAJAJA",2.8,Spanish,10,2,0.0,0.196,0.804,-0.296
La que me pone las uñas siempre me hace cosas chidas 🥺❤️ ,2.6,Spanish,12,1,0.0,0.0,1.0,0.0
  Felicidades Codochile! Espero que la pases bien campeon!! Un abrazo.,2.8,Spanish,10,1,0.0,0.0,1.0,0.0
 Lo triste es quedarse sin partido por el que presentarse y ser la culpable de su demolición.,1.5,Spanish,17,2,0.0,0.194,0.806,-0.5574
 X2 pero para que me coja 😂🧡,4.4,Spanish,7,1,0.0,0.0,1.0,0.0
Siempre subían algo cada terminar concierto juntos es que los extraño ,3.25,Spanish,11,1,0.0,0.0,1.0,0.0
" Al telf a mi me dicen lo mismo, cuando cuelgo ya vuelvo a ser la niña del exorcista",1.2,Spanish,18,1,0.0,0.0,1.0,0.0
 Podrias haberlo perdido y que luego tu madre te mandase como se lo hizo en 3 intentos,3.0,Spanish,17,1,0.0,0.0,1.0,0.0
 Están siendo muy locas el 95% de las respuestas… 😅😅,1.2,Spanish,10,1,0.0,0.0,1.0,0.0
Cada vez reafirmo mi teoría de que si querés que algo salga bien tenes que hacerlo vos mismo,2.6,Spanish,18,1,0.0,0.0,1.0,0.0
 Lo estarás.,1.4,Spanish,2,1,0.0,0.0,1.0,0.0
"  Te pintas solo, no solo eres una agarra bolas sino también las chupas",3.6,Spanish,13,2,0.0,0.155,0.845,-0.296
 Tienes una nueva notificación del servicio (C-3),1.0,Spanish,7,1,0.0,0.0,1.0,0.0
Tú me mientes en la cara y yo me vuelvo ciego,3.5,Spanish,11,1,0.0,0.0,1.0,0.0
El parlamento abierto fue un ejercicio útil para escuchar especialistas y ciudadanos. De ello derivó la propuesta de Va x México.,1.0,Spanish,21,1,0.0,0.0,1.0,0.0
"No soy la más linda,ni tengo el mejor cuerpo, pero soy esa mina que va estar apoyándote en todas siempre.",3.2,Spanish,20,2,0.0,0.104,0.896,-0.296
  desde que nací,1.2,Spanish,3,1,0.0,0.0,1.0,0.0
A lo bien... La que siempre estuvo rodeada de bandidos fue Teodora... ,2.0,Spanish,12,1,0.0,0.0,1.0,0.0
 Súper sarcástico y la gente ni lo coge,2.4,Spanish,8,1,0.0,0.0,1.0,0.0
Creo que en lo que agarro cuerpo para OnlyFans😬😅🥵 comenzaré con fotos de patas...🤭😏🤪😎🦶🦶,3.6,Spanish,14,1,0.0,0.0,1.0,0.0
  2. Se podria hacer una peticion en ,1.0,Spanish,7,1,0.0,0.0,1.0,0.0
¡Me encantan! ,1.2,Spanish,2,1,0.0,0.0,1.0,0.0
☀️ El origen del Día del Padre y cómo se celebra en otros países... ,1.0,Spanish,14,1,0.0,0.0,1.0,0.0
Chavismo pide reconocimiento para retomar intercambios petroleros con EEUU  #NoticiasdelDía ,1.0,Spanish,10,1,0.0,0.0,1.0,0.0
   Van a superar a las Candem y los hijos de los Elbar en gilipolleces,1.4,Spanish,14,1,0.0,0.0,1.0,0.0
  Tenía 2 años recién.,2.5,Spanish,4,1,0.0,0.0,1.0,0.0
" Hace tiempo que estás derrapando, Vernaci....",3.0,Spanish,6,1,0.0,0.0,1.0,0.0
"- Oye, te mando saludar Frida. - ¿Cuál Frida? - La que te da una mordida. ",3.5,Spanish,16,1,0.0,0.0,1.0,0.0
   Pensar esta bien depende en que sobrepensar siempre esta mal,1.75,Spanish,10,1,0.0,0.0,1.0,0.0
hay,1.0,Spanish,1,1,0.0,0.0,1.0,0.0
Soy la otra y me da celas JAJAJAJA wtf ?,4.2,Spanish,10,2,0.0,0.352,0.648,-0.5859
" re genial, no sabía de la existencia de esa cuenta help",1.25,Spanish,11,0,0.35,0.14,0.51,0.5106
 Inédito comoite pa le gusta el vyrorei,1.75,Spanish,7,1,0.0,0.0,1.0,0.0
Me importa una hectárea de pingüinos con el pico afuera lo que pase con la #ConvencionConstitucional Sigan ganando Plata EASY!,1.6,Spanish,20,0,0.171,0.0,0.829,0.6027
Necesidad de tu espíritu y tu presencia ❤️‍🔥🙏🏻,3.5,Spanish,8,1,0.0,0.0,1.0,0.0
Este año creo que fui la preferida de Dios❤️❤️❤️❤️,2.8,Spanish,9,1,0.0,0.0,1.0,0.0
odio Aleks pero esta satisfacción me mantiene ahí ,2.5,Spanish,8,1,0.0,0.0,1.0,0.0
 Tengo que avanzar más de momento lo único que he hecho es llevarla con su hermana,3.4,Spanish,16,1,0.0,0.0,1.0,0.0
te extraño pero no te hablo ni en pedo,3.6,Spanish,9,2,0.0,0.216,0.784,-0.296
 Depedida (Goodbye) 2021 The Blue Bus y su edición de despedida del año 2021! ,1.6,Spanish,14,1,0.0,0.0,1.0,0.0
"Xavi habla de Dembélé: “Él debería hacer un esfuerzo y pensar en su futuro, que creo que está en el Barça"".",1.0,Spanish,21,1,0.0,0.0,1.0,0.0
 Princesa más hermosa,3.0,Spanish,3,1,0.0,0.0,1.0,0.0
Cuando voy a entender que no todos actuarían de la misma manera que yo 😥,3.4,Spanish,15,2,0.0,0.155,0.845,-0.296
 Que necesitas?,1.0,Spanish,2,1,0.0,0.0,1.0,0.0
 Brutos no son; no vuelan porque le temen a los cables de alta tensión. Todo fríamente calculado.,1.8,Spanish,17,2,0.0,0.239,0.761,-0.5267
"    Isabel, por favor, apoya a los más necesitados.",1.5,Spanish,8,0,0.31,0.0,0.69,0.4019
Falleció nicaragüense embarazada que viajaba en contenedor del tráiler asegurado en Monclova ,1.75,Spanish,12,1,0.0,0.0,1.0,0.0
#VolvióSábadoSigoChilenosQue despertaron muy bien acompañados 😊🐈♥️ ,2.4,Spanish,6,1,0.0,0.0,1.0,0.0
Necesito moots que me den bola y un abrazo porque esa carta me dejo sencible,2.6,Spanish,15,1,0.0,0.0,1.0,0.0
ACABA DE LLEGAR VISITA INESPERADA A MI CASA LPM,3.0,Spanish,9,1,0.0,0.0,1.0,0.0
Hacerse la víctima y hacer como que esta todo bien . Diez estrellas 🌟,2.6,Spanish,14,1,0.0,0.0,1.0,0.0
 Jaja si se ve pero las apariencias engañan jajaj 😜😅na te creas ahí cuando quieras le damos ✌️,3.0,Spanish,18,1,0.0,0.0,1.0,0.0
El cumpleaños empezó hace 25 minutos y sigo en mi pueblo y con el regalo sin comprar🙃,3.4,Spanish,17,2,0.0,0.205,0.795,-0.5574
Hoy es un buen día para recordar la corrupción del #ViejoChillon y de su hijo #JoseRamonLopezBeltran18 ,1.75,Spanish,16,1,0.0,0.0,1.0,0.0
 pues pq lo sé,1.4,Spanish,4,1,0.0,0.0,1.0,0.0
🔔 Las buenas relaciones de pareja tienen este poderoso ingrediente ,1.6,Spanish,10,1,0.0,0.0,1.0,0.0
 2019 subió 30 pesos el transporte y quemaron Chile... Donde esta la primera línea,1.2,Spanish,14,1,0.0,0.0,1.0,0.0
" Yo viendo esto ""hace 20 horas""🫠",2.0,Spanish,6,1,0.0,0.0,1.0,0.0
fue mucho para Sancar 😭 ElErrorDeSancar #EmbajadorNova30Abr #EnginAkyürek #SancarEfeoğlu,1.0,Spanish,9,1,0.0,0.0,1.0,0.0
"Quiero que sepas que no te odio y nunca lo haré, ya que hacerlo significaría sentir algo por ti…",3.4,Spanish,19,2,0.0,0.115,0.885,-0.296
Que juega,1.0,Spanish,2,1,0.0,0.0,1.0,0.0
“me apetece jugar a algo diferente” acaba jugando al fnaf,1.4,Spanish,10,1,0.0,0.0,1.0,0.0
"Si tienes que disculparte con un transo por tener útero, no es transfobia, es misoginia.",2.0,Spanish,15,2,0.0,0.136,0.864,-0.296
Infame el penal que le acaban de regalar a Millonarios... me sentí como si Gacha estuviera vivo... infame dd verdad,1.0,Spanish,20,1,0.0,0.0,1.0,0.0
🍏 ¿Verdad o mito? Descubre qué se siente al dejar de fumar... ,1.0,Spanish,12,1,0.0,0.0,1.0,0.0
No me habla nadie ni de onda,2.0,Spanish,7,2,0.0,0.268,0.732,-0.296
 Jajajajajaja quién para sacarle la chu,2.5,Spanish,6,1,0.0,0.0,1.0,0.0
 Tienes una nueva notificación del servicio (C-4b),1.0,Spanish,7,1,0.0,0.0,1.0,0.0
 Metete loca fue sin querer corre 😹,2.4,Spanish,7,2,0.0,0.419,0.581,-0.5574
"Muchísimas gracias por todo a esas personas que me apoyaron y escucharon, espero todos tengan un increíble año💘",2.25,Spanish,18,1,0.0,0.0,1.0,0.0
¡Abajo el Bloqueo de #Cuba y #Venezuela! #InjusticiaYankee ,1.4,Spanish,8,1,0.0,0.0,1.0,0.0
" Sabías que alguien lo haría, ¿no? ",2.25,Spanish,6,1,0.0,0.0,1.0,0.0
" JFJSKAJDJAJDJ si pasa, pero algunos factores lo hacen volver /nojao",2.25,Spanish,10,1,0.0,0.0,1.0,0.0
Amiguita pero todos esos chistes tuyos son con que te transfieran,2.25,Spanish,11,1,0.0,0.0,1.0,0.0
que lindo es que te amen y te cuiden,3.0,Spanish,9,1,0.0,0.0,1.0,0.0
Que tu hijo te acompañe orgulloso y se cante las canciones de tu vida contigo como me está pasando. Es deseo.,3.4,Spanish,21,1,0.0,0.0,1.0,0.0
Necesito que ya sea 3 de Junio para gritar Walls desde el fondo de mi alma hasta quedarme sin voz,2.2,Spanish,20,2,0.0,0.167,0.833,-0.5574
" No la tengo (en Holanda no hay HBO, se supongo que llega este año)",1.4,Spanish,14,2,0.0,0.268,0.732,-0.5267
¡Nos vamos el miércoles por la mañana y volvemos el domingo por la tarde! Prepárense.,2.2,Spanish,15,1,0.0,0.0,1.0,0.0
 Se muy feliz 😀,1.5,Spanish,4,1,0.0,0.0,1.0,0.0
" Gracias, Cristina!! Bonito día.",2.0,Spanish,4,1,0.0,0.0,1.0,0.0
 Siiii todo el día kpe 😂😂😂😂,2.5,Spanish,6,1,0.0,0.0,1.0,0.0
La exageración de Lissa jajajaja muy buena actriz eh #ElHotelDeLosFamosos ,1.2,Spanish,10,1,0.0,0.0,1.0,0.0
"¡""China"" de Anuel AA ocupa el primer puesto en Billboard! ",1.0,Spanish,10,1,0.0,0.0,1.0,0.0
 Struff es tremendo jugadorazo. Lastima que sea tan irregular.,1.2,Spanish,9,1,0.0,0.0,1.0,0.0
Cuánto se lamentaran ahora el penal fallado x Garcés en el partido anterior hasta ahora la definición sería los penales.,1.25,Spanish,20,1,0.0,0.0,1.0,0.0
los amigos son amigos para siempre y por siempre ,2.4,Spanish,9,1,0.0,0.0,1.0,0.0
Buenos y peludos días🔥😎🍆😍 #Activos #machocaliente  ,4.8,Spanish,6,1,0.0,0.0,1.0,0.0
 Te la mando por dm :),2.8,Spanish,6,0,0.375,0.0,0.625,0.4588
Que Pamela Jiles le ponga bueno junto a los demás políticos por el #5toRetiro ,1.75,Spanish,14,1,0.0,0.0,1.0,0.0
No me inviten a salir mas xq lo único q quiero es quedarme tapado hasta la nariz viendo una película con una q no mienta tanto nada más,4.0,Spanish,28,2,0.0,0.161,0.839,-0.5267
#RepúblicaAdelante Por una España libre de Borbones que no están parasitando.,2.0,Spanish,11,2,0.0,0.18,0.82,-0.296
  Y que te esperabas? Es lo que tiene pactar con la derecha suave!!!,1.8,Spanish,13,0,0.261,0.0,0.739,0.5962
 k vaya todo genial tia,2.75,Spanish,5,0,0.753,0.0,0.247,0.7269
"No tiene ningún plan, no?",1.2,Spanish,5,2,0.0,0.595,0.405,-0.5267
A beber otra vez se ha dicho,2.8,Spanish,7,0,0.324,0.0,0.676,0.34
Esto es llorando y trabajando.,3.0,Spanish,5,1,0.0,0.0,1.0,0.0
 Las dos perras más guapas de España 💕,3.0,Spanish,8,1,0.0,0.0,1.0,0.0
Todos los cuerpos son bonitos ....,2.4,Spanish,6,1,0.0,0.0,1.0,0.0
Wow con lo fregón que es mi novio🤩🤩❤️,2.8,Spanish,8,0,0.352,0.0,0.648,0.5859
Hoy solo se puede comer pescado y pan porque sino te vas a transformar en el chupacabras.,1.4,Spanish,17,1,0.0,0.0,1.0,0.0
A veces es mejor quedarse callada,2.8,Spanish,6,1,0.0,0.0,1.0,0.0
perdonen mi poder interpretativo no funciona a esta hora de la noche,1.8,Spanish,12,2,0.0,0.18,0.82,-0.296
 Tendría que ver esa rendición........ya no se les cree nada a estas payasas retrazadas....,2.2,Spanish,14,2,0.0,0.155,0.845,-0.296
unas ganas de que me caiga una herencia millonaria o de ganar el quini así salgo todo el finde largo o en su defecto me compro ropa :(,2.4,Spanish,28,2,0.0,0.104,0.896,-0.4404
"Que se puede esperar de éste operador de MM y el poder,el hijo de Maurito es un carancho!! ",1.6,Spanish,18,1,0.0,0.0,1.0,0.0
"¿Qué os van a traer los reyes? A mí cada año lo único que me regalan es más traumas, decepciones y problemas",4.0,Spanish,22,2,0.0,0.151,0.849,-0.4939
" El placer de leer, no me refería al placer sexual, limitado.",2.4,Spanish,11,2,0.0,0.18,0.82,-0.296
 A mí la zona del omóplato derecho me destrozó y el resto fue bastante llevadero,2.25,Spanish,15,1,0.0,0.0,1.0,0.0
No se si estoy viviendo o esperando nomas ya la hora para verle jugar a Olimpia 😩🤍🖤,1.8,Spanish,17,2,0.0,0.136,0.864,-0.296
Alguien duo? obv alguien que conozca,2.4,Spanish,6,1,0.0,0.0,1.0,0.0
por un 2022 donde no se le ruega a ✨ nadie ✨,2.2,Spanish,12,2,0.0,0.216,0.784,-0.296
Estar acostumbrado no es estar bien.,2.2,Spanish,6,2,0.0,0.306,0.694,-0.296
Pensé que me querías,3.6,Spanish,4,1,0.0,0.0,1.0,0.0
 piensan hacer otro concierto acá en CDMX??,1.0,Spanish,7,1,0.0,0.0,1.0,0.0
"Confesión #8425: Jurao que I got no game, If I flirt con una nena soy creepy y si soy nice then im just a friend. Que hago?",4.0,Spanish,27,0,0.279,0.075,0.646,0.7184
A río revuelto.   (con ayuda de  y ,1.75,Spanish,7,1,0.0,0.0,1.0,0.0
 Voto por Pabllo Vittar en #ArtistaSocial en los #LatinAMAs 2022,1.2,Spanish,10,1,0.0,0.0,1.0,0.0
 En ese momento no xd,1.2,Spanish,5,0,0.422,0.244,0.333,0.3818
Un nuevo vídeo muestra su reacción durante el incidente 😬 #JadaPinkett ,1.0,Spanish,11,1,0.0,0.0,1.0,0.0
 Eres full healer ♡♡♡ con algo de Mage porque haces ilustraciones envidiables ;;,2.333333333333333,Spanish,13,1,0.0,0.0,1.0,0.0
Estoy con la misión de RENE: ,1.0,Spanish,6,1,0.0,0.0,1.0,0.0
 perdón,2.0,Spanish,1,1,0.0,0.0,1.0,0.0
Dios mio yo al Fede lo amo pero que tipo celoso ojalá se consiga novia pronto,3.2,Spanish,16,1,0.0,0.0,1.0,0.0
P3. Las pastillas de yapa se q las tengo harta,2.0,Spanish,10,1,0.0,0.0,1.0,0.0
 jajaja que bueno.,1.0,Spanish,3,1,0.0,0.0,1.0,0.0
 Buenos días Anabell.,1.0,Spanish,3,1,0.0,0.0,1.0,0.0
Mi novio es tan precioso 😍💚,2.6,Spanish,6,1,0.0,0.0,1.0,0.0
"Peras al vino, un postre muy clásico que no pasa de moda ",1.0,Spanish,12,2,0.0,0.167,0.833,-0.296
no sé porqué le damos tanto aplauso al pasado,1.8,Spanish,9,2,0.0,0.216,0.784,-0.296
Volví después de un tiempo!! ,1.25,Spanish,5,1,0.0,0.0,1.0,0.0
que asco los besos,3.0,Spanish,4,1,0.0,0.0,1.0,0.0
"Les mando otra parte del mañanero que me dio George, que rico se hace en la mesa de la cocina 🔥🔥🔥 ",4.8,Spanish,21,1,0.0,0.0,1.0,0.0
 Gracias por compartir.,1.0,Spanish,3,1,0.0,0.0,1.0,0.0
quiero tener una date que se base en ver tik toks todo el día,3.0,Spanish,14,1,0.0,0.0,1.0,0.0
 Tus muertos por si acaso,1.5,Spanish,5,1,0.0,0.0,1.0,0.0
quiero ir a mty,2.8,Spanish,4,1,0.0,0.0,1.0,0.0
Ganas de salir hoy...cero cash,2.4,Spanish,5,1,0.0,0.0,1.0,0.0
Con sus ZAPATILLAS Trece Voto por Deja Vu en #AlbumFavoritoPop en los #LatinAMAs 2022,1.0,Spanish,14,1,0.0,0.0,1.0,0.0
Lucas es una muy buena persona y el que piense lo contrario nos cagamos a piñas porque es la mejor persona que conocí en mi pinche vida,4.0,Spanish,27,1,0.0,0.0,1.0,0.0
"  Los inmunes somos los que no tenemos miedo, investigamos mucho y sabemos cómo viene este plan.",1.4,Spanish,16,2,0.0,0.136,0.864,-0.296
"  Trebor te vas a convertir en tiburón con patas, siempre andas en la piscina 🙀🙀🙀 ",2.5,Spanish,15,1,0.0,0.0,1.0,0.0
 Estas muy guapa vamos a comer,3.8,Spanish,6,1,0.0,0.0,1.0,0.0
 En la Q2 parecía que estaban más cerca,1.4,Spanish,8,1,0.0,0.0,1.0,0.0
"Se me fueron todas las ganas de salir, que me pasa 😟",3.0,Spanish,12,1,0.0,0.0,1.0,0.0
 y volvemos a la normalidad,1.25,Spanish,5,1,0.0,0.0,1.0,0.0
" Todos vamos a ir, te verás hermosa, la vas a pasar bien bonito❤️",3.0,Spanish,13,1,0.0,0.0,1.0,0.0
mucha gente se fue con el año,2.4,Spanish,7,1,0.0,0.0,1.0,0.0
Tania con Alejandro tal para cual ... Son iguales de tóxicos los 2 #ConexionHonduras13,2.0,Spanish,14,1,0.0,0.0,1.0,0.0
 Sanción le llaman ahora a robar 🤔,1.6,Spanish,7,1,0.0,0.0,1.0,0.0
 Nunca hubo dudas,1.4,Spanish,3,1,0.0,0.0,1.0,0.0
Reproduciendo ahora en  Quisiera Poder Olvidarme De Ti por Luis Fonsi! Escúchalo ahora!,1.4,Spanish,13,1,0.0,0.0,1.0,0.0
 viste q podías 😎 ni cabida a los haters,2.4,Spanish,9,2,0.0,0.39,0.61,-0.4939
" Tu vida , tus pasiones valen mucho nene , cree en ti 🤠❤️",3.2,Spanish,13,1,0.0,0.0,1.0,0.0
 Sip. Me encantaba ese juego,2.2,Spanish,5,1,0.0,0.0,1.0,0.0
¡Qué tal esto! Cogieron de tendedero de ropa el parque Centenario de Puerto Asís ,1.2,Spanish,14,1,0.0,0.0,1.0,0.0
"¿Cuál es el juicio sobre decir: ""Yo soy Salafi""? Shaikh Saleh al-Fawzan -حفظه الله  ",2.0,Spanish,14,1,0.0,0.0,1.0,0.0
“No se queden callados y sepan que no están solos” ,1.25,Spanish,10,2,0.0,0.216,0.784,-0.296
"Y aún me sigue poniendo nostálgico, el saber que ahora estás con alguien y no conmigo.",4.2,Spanish,16,2,0.0,0.145,0.855,-0.296
 Yo también tengo paranoia colectiva,2.8,Spanish,5,2,0.0,0.333,0.667,-0.25
 Ha sido sacar la tarjeta y traicionarle el subconciente,1.6,Spanish,9,0,0.255,0.0,0.745,0.34
 El pedrito y los mellis 😶,2.0,Spanish,6,1,0.0,0.0,1.0,0.0
 Tú haces todo bien.,2.6,Spanish,4,1,0.0,0.0,1.0,0.0
"un random me comentó ike ""futura miss Colombia en una foto"" y yo, ✨si✨",4.0,Spanish,14,2,0.0,0.118,0.882,-0.1531
Jodete una barbaridad equipación de porqueria PSG,1.0,Spanish,7,1,0.0,0.0,1.0,0.0
¿Mi sueño? Mi sueño es tener a Jeon Jungkook así de cerca 🥲 ,2.6,Spanish,13,1,0.0,0.0,1.0,0.0
 Weon en mi escuela casi casi era acoso sexual lo que me hacian xd,4.2,Spanish,14,0,0.226,0.0,0.774,0.5859
"Recomiendo Mendoza todo el año, pero Otoño en Mendoza es único ",1.8,Spanish,11,1,0.0,0.0,1.0,0.0
Las personas no miden la magnitud de lo destructivas que son las palabras.,2.2,Spanish,13,2,0.0,0.155,0.845,-0.296
  Hemos pasado terremotos pandenias guerras y avanzamos pero lasso moreno en verdad nos puede retener,1.2,Spanish,15,1,0.0,0.0,1.0,0.0
 Esto nos va a joder verdad :')?,1.8,Spanish,7,1,0.0,0.0,1.0,0.0
  El que nos dio un baño en el Camp Nou la temporada pasada y también uno al Madrid hace 2 temporadas.,1.8,Spanish,21,1,0.0,0.0,1.0,0.0
Luego de pegarme una lloradita toy ready para hacer piernas a mil!,4.25,Spanish,12,0,0.218,0.0,0.782,0.4199
Cualquier tomador de agua sabe que todas las aguas tienen gustos diferentes,1.0,Spanish,12,1,0.0,0.0,1.0,0.0
Rusia muestra cómo son los helicópteros usados en la guerra de Ucrania ,1.25,Spanish,12,1,0.0,0.0,1.0,0.0
Que empiece el fin de cojedera. Empezamos con un gang Bang. Activos un paso al frente,4.6,Spanish,16,1,0.0,0.0,1.0,0.0
 okeyyy gracias,1.2,Spanish,2,1,0.0,0.0,1.0,0.0
"lo mas random de ayer fue el leon jajaj, nardini promociona hasta donde no se lo imaginan",2.2,Spanish,17,2,0.0,0.121,0.879,-0.296
la fiebre por las nubes,2.25,Spanish,5,1,0.0,0.0,1.0,0.0
 Si de antes cantaba lindo ahora canta mejor mucho mejor diría yo no sé ustedes,1.8,Spanish,15,2,0.0,0.136,0.864,-0.296
Mi plan favorito es escucharlo dormir,3.6,Spanish,6,1,0.0,0.0,1.0,0.0
lo bueno lo quiere todo el mundo por eso te ceelo,3.8,Spanish,11,1,0.0,0.0,1.0,0.0
tuve un año de mierda pero por lo menos no ví la serie de luis miguel,2.4,Spanish,16,2,0.0,0.128,0.872,-0.296
"Hoy leí: Encontramos el amor cuando menos lo esperamos y nos ponemos a esperar donde menos amor hay, y cuanta razón.",2.4,Spanish,21,0,0.333,0.0,0.667,0.8402
"   si, y luego raja por detrás 😅 y se excusa con Marta y tal...",2.8,Spanish,14,1,0.0,0.0,1.0,0.0
" Aquí te queremos ver el martes💪 descansa unos días, pero el martes aquí 🤨",2.4,Spanish,14,1,0.0,0.0,1.0,0.0
 Estoy casi seguro,1.0,Spanish,3,1,0.0,0.0,1.0,0.0
  😅😅😅 estaba durmiendo y lo despertó otro perrito!,2.6,Spanish,8,1,0.0,0.0,1.0,0.0
 ya sabemos q me gustan los chinos pero los del súper WAN esos no me van😔,3.6,Spanish,16,2,0.0,0.136,0.864,-0.296
