,id,VAD,source,text,emotions,split,emotion_model,domain,labeled,annotation_procedure
5614,5614,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Well , why don ’ t you come tomorrow ? I ’ ll stop by your house on my way out .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
14579,14579,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Green salad please .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
122888,122888,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@bigkelleh but i know i can't,"{'joy': 0, 'anger': 0, 'sadness': 1, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
70339,70339,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,My goodness ! Your family must live in a huge house .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
85940,85940,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,What do you think we can do about this ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
4536,4536,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Sure .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
147151,147151,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"Thank you! MT @TimothyHruz Great speech for #RomneyRyan2012 Cathy! I thoroughly enjoyed visiting #WA05 in 2010, it's beautiful!","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
146920,146920,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,#BarackObamaIs The President Of The United States &amp Should Be For 4 MORE YEARS #OBAMA !!!,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': 1, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
28159,28159,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Okay , I will try it on .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
45799,45799,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I didn't know you smoked .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
140749,140749,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@BB517  so far surprisingly good responses. My dad offered to airbrush the old logo on the wall..but I think that might be overkill,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
146769,146769,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"Chris Christie predicts the debate this week will be the turnaround for #Romney. Later, he will kick his new diet off at Golden Corral. #MTP","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
123723,123723,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,Ecaytrade people who said you'd come by stuff at 6:30..where are you ? Bugs me when people no-show,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
136241,136241,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,http://twitpic.com/4wah5 - haha that's right,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
65364,65364,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Have a nice weekend !,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
141077,141077,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@beyondthestars omg! shannon Happy Birthday!!!! I'm celebrating for you!,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
98341,98341,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Sure , that ’ ll be fine for me . I ’ ll come to your office so you can show how you set up these macros .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
34507,34507,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I have a friend . He is my best friend and he wants to learn English . He would pay about 100 yuan per hour . Are you interested ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
145847,145847,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,Does Romney ever think before he speaks? His comments today are Anti American #Election2012,"{'joy': 0, 'anger': 1, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
85287,85287,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Oh , that's terrible . Is it your right arm or your left arm ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
53970,53970,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Nobody would drive him up a wall by asking him such a question , you know .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
55411,55411,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Betty was in hospital .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
57041,57041,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Maybe . But you'd be amazed at how little's left after the credit companies have deducted their share from my account .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
11798,11798,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,That's not very much .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
148973,148973,"{'valence': None, 'arousal': None, 'dominance': None}",electoraltweets,"@ErinBurnett @mittromney #beckyquick #warrenbuffet did warren buffet or Barack Obama give 30% to charity? If not, THEY should pay more tax.","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 1, 'fear': 0, 'trust': 0, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': 0, 'anticipation': 0, 'shame': None, 'guilt': None}",,Ekman+ET,tweets,single,
84083,84083,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I am going to send you to a pulmonary specialist who can run tests on you for asthma .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
77621,77621,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,They are E / D cards . All passengers except American citizens must complete these forms .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
55260,55260,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,But the traffic is pretty bad .,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
42472,42472,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I was thinking about applying for the new position .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
90326,90326,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Were you engaged in any activities at college ?,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
28447,28447,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,We should plan to move out of here before July . I'm tired of living in apartments .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
128317,128317,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@triplejsr A little 'Chair Lift' tonight would be muchly appreciated,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
30603,30603,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I would like to do that right now , if I could .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
49075,49075,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,( Before Christmas Party ) Are you ready for the Christmas party tonight,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
123914,123914,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,"Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
119896,119896,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,I was expecting the sun to come out today. I guess that's not happening.,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 1, 'trust': None, 'surprise': 0, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
74217,74217,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"I agree , but we don't really know the whole story . There may have been problems in the kitchen beyond her control .","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
133538,133538,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,@bealove thank you my love,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': 1, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
72925,72925,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Have a good day !,"{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
89557,89557,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , we do . Do you have any specific needs ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
110551,110551,"{'valence': None, 'arousal': None, 'dominance': None}",crowdflower,sooo cloooseee,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 1, 'love': 0, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman+CF,tweets,single,crowdsourcing
97980,97980,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Could I trouble you for a minute , Mr . Graham ?","{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
66803,66803,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,It's a deal .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
85676,85676,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,There are limitations to the capacity of an E-mail . Commonly it's no more than 4 MB .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
20953,20953,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,I made a doctor's appointment for you .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
59185,59185,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,"Yes , a legend , also . I still remember , his movies , Jurassic Park and Schindler's List got him nine Oscar awards in 1994 .","{'joy': 1, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 0, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
81419,81419,"{'valence': None, 'arousal': None, 'dominance': None}",dailydialog,Good .,"{'joy': 0, 'anger': 0, 'sadness': 0, 'disgust': 0, 'fear': 0, 'trust': None, 'surprise': 0, 'love': None, 'noemo': 1, 'confusion': None, 'anticipation': None, 'shame': None, 'guilt': None}",,Ekman,conversations,single,
